ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
CB,10/07/2020,1,1,0,0,0
CE,10/07/2020,0,0,0,0,0
CL,10/07/2020,16,15,0,1,0
CM,10/07/2020,25,25,0,0,0
CN,10/07/2020,3,3,0,0,0
CT,10/07/2020,651,649,0,1,1
EX,10/07/2020,45,45,0,0,0
GA,10/07/2020,7,7,0,0,0
IB,10/07/2020,8,8,0,0,0
MC,10/07/2020,9,9,0,0,0
MD,10/07/2020,78,72,0,6,0
ML,10/07/2020,0,0,0,0,0
NC,10/07/2020,20,20,0,0,0
PV,10/07/2020,28,24,0,4,0
RI,10/07/2020,10,10,0,0,0
VC,10/07/2020,33,33,0,0,0
AN,11/07/2020,50,50,0,0,0
AR,11/07/2020,154,154,0,0,0
AS,11/07/2020,3,3,0,0,0
CB,11/07/2020,1,1,0,0,0
CE,11/07/2020,0,0,0,0,0
CL,11/07/2020,13,13,0,0,0
CM,11/07/2020,11,11,0,0,0
CN,11/07/2020,1,1,0,0,0
CT,11/07/2020,410,410,0,0,0
EX,11/07/2020,18,18,0,0,0
GA,11/07/2020,13,13,0,0,0
IB,11/07/2020,7,7,0,0,0
MC,11/07/2020,17,17,0,0,0
MD,11/07/2020,59,58,0,1,0
ML,11/07/2020,0,0,0,0,0
NC,11/07/2020,35,35,0,0,0
PV,11/07/2020,44,40,0,4,0
RI,11/07/2020,3,3,0,0,0
VC,11/07/2020,36,36,0,0,0
AN,12/07/2020,32,32,0,0,0
AR,12/07/2020,130,130,0,0,0
AS,12/07/2020,0,0,0,0,0
CB,12/07/2020,2,2,0,0,0
CE,12/07/2020,0,0,0,0,0
CL,12/07/2020,9,9,0,0,0
CM,12/07/2020,12,12,0,0,0
CN,12/07/2020,3,3,0,0,0
CT,12/07/2020,461,456,0,2,3
EX,12/07/2020,12,12,0,0,0
GA,12/07/2020,7,7,0,0,0
IB,12/07/2020,4,4,0,0,0
MC,12/07/2020,12,12,0,0,0
MD,12/07/2020,67,63,0,4,0
ML,12/07/2020,2,2,0,0,0
NC,12/07/2020,23,23,0,0,0
PV,12/07/2020,45,42,0,3,0
RI,12/07/2020,2,2,0,0,0
VC,12/07/2020,18,18,0,0,0
AN,13/07/2020,48,48,0,0,0
AR,13/07/2020,233,233,0,0,0
AS,13/07/2020,0,0,0,0,0
CB,13/07/2020,1,1,0,0,0
CE,13/07/2020,0,0,0,0,0
CL,13/07/2020,21,21,0,0,0
CM,13/07/2020,17,17,0,0,0
CN,13/07/2020,6,6,0,0,0
CT,13/07/2020,727,722,0,4,1
EX,13/07/2020,13,13,0,0,0
GA,13/07/2020,8,8,0,0,0
IB,13/07/2020,8,8,0,0,0
MC,13/07/2020,13,13,0,0,0
MD,13/07/2020,118,114,0,4,0
ML,13/07/2020,0,0,0,0,0
NC,13/07/2020,40,40,0,0,0
PV,13/07/2020,56,53,0,3,0
RI,13/07/2020,4,4,0,0,0
VC,13/07/2020,48,48,0,0,0
AN,14/07/2020,95,95,0,0,0
AR,14/07/2020,292,292,0,0,0
AS,14/07/2020,2,2,0,0,0
CB,14/07/2020,2,2,0,0,0
CE,14/07/2020,1,1,0,0,0
CL,14/07/2020,20,20,0,0,0
CM,14/07/2020,25,24,0,1,0
CN,14/07/2020,2,2,0,0,0
CT,14/07/2020,681,678,0,3,0
EX,14/07/2020,3,3,0,0,0
GA,14/07/2020,9,9,0,0,0
IB,14/07/2020,11,11,0,0,0
MC,14/07/2020,21,21,0,0,0
MD,14/07/2020,128,125,0,3,0
ML,14/07/2020,0,0,0,0,0
NC,14/07/2020,53,53,0,0,0
PV,14/07/2020,84,78,0,6,0
RI,14/07/2020,6,6,0,0,0
VC,14/07/2020,55,55,0,0,0
AN,15/07/2020,64,64,0,0,0
AR,15/07/2020,358,356,0,2,0
AS,15/07/2020,2,2,0,0,0
CB,15/07/2020,4,4,0,0,0
CE,15/07/2020,0,0,0,0,0
CL,15/07/2020,12,12,0,0,0
CM,15/07/2020,27,27,0,0,0
CN,15/07/2020,9,9,0,0,0
CT,15/07/2020,892,888,0,2,2
EX,15/07/2020,13,13,0,0,0
GA,15/07/2020,15,15,0,0,0
IB,15/07/2020,14,14,0,0,0
MC,15/07/2020,32,32,0,0,0
MD,15/07/2020,138,135,0,3,0
ML,15/07/2020,0,0,0,0,0
NC,15/07/2020,43,43,0,0,0
PV,15/07/2020,107,94,0,13,0
RI,15/07/2020,2,2,0,0,0
VC,15/07/2020,82,82,0,0,0
AN,16/07/2020,75,75,0,0,0
AR,16/07/2020,298,298,0,0,0
AS,16/07/2020,1,1,0,0,0
CB,16/07/2020,5,5,0,0,0
CE,16/07/2020,0,0,0,0,0
CL,16/07/2020,21,21,0,0,0
CM,16/07/2020,26,26,0,0,0
CN,16/07/2020,4,4,0,0,0
CT,16/07/2020,806,803,0,3,0
EX,16/07/2020,22,22,0,0,0
GA,16/07/2020,15,15,0,0,0
IB,16/07/2020,7,7,0,0,0
MC,16/07/2020,24,24,0,0,0
MD,16/07/2020,114,111,0,3,0
ML,16/07/2020,0,0,0,0,0
NC,16/07/2020,47,47,0,0,0
PV,16/07/2020,131,127,0,4,0
RI,16/07/2020,9,8,0,0,1
VC,16/07/2020,70,70,0,0,0
AN,17/07/2020,97,97,0,0,0
AR,17/07/2020,399,399,0,0,0
AS,17/07/2020,1,1,0,0,0
CB,17/07/2020,3,3,0,0,0
CE,17/07/2020,0,0,0,0,0
CL,17/07/2020,18,16,0,2,0
CM,17/07/2020,24,24,0,0,0
CN,17/07/2020,7,7,0,0,0
CT,17/07/2020,980,978,0,0,2
EX,17/07/2020,5,5,0,0,0
GA,17/07/2020,9,9,0,0,0
IB,17/07/2020,6,6,0,0,0
MC,17/07/2020,31,31,0,0,0
MD,17/07/2020,164,161,0,3,0
ML,17/07/2020,0,0,0,0,0
NC,17/07/2020,73,73,0,0,0
PV,17/07/2020,104,101,0,3,0
RI,17/07/2020,11,5,0,1,5
VC,17/07/2020,91,91,0,0,0
AN,18/07/2020,86,86,0,0,0
AR,18/07/2020,335,335,0,0,0
AS,18/07/2020,1,1,0,0,0
CB,18/07/2020,12,12,0,0,0
CE,18/07/2020,0,0,0,0,0
CL,18/07/2020,27,25,0,2,0
CM,18/07/2020,13,12,0,1,0
CN,18/07/2020,13,13,0,0,0
CT,18/07/2020,760,759,0,0,1
EX,18/07/2020,5,5,0,0,0
GA,18/07/2020,11,11,0,0,0
IB,18/07/2020,7,7,0,0,0
MC,18/07/2020,21,21,0,0,0
MD,18/07/2020,124,122,0,2,0
ML,18/07/2020,0,0,0,0,0
NC,18/07/2020,78,78,0,0,0
PV,18/07/2020,191,185,0,6,0
RI,18/07/2020,7,5,0,0,2
VC,18/07/2020,91,91,0,0,0
AN,19/07/2020,114,114,0,0,0
AR,19/07/2020,343,343,0,0,0
AS,19/07/2020,2,2,0,0,0
CB,19/07/2020,5,5,0,0,0
CE,19/07/2020,0,0,0,0,0
CL,19/07/2020,24,23,0,1,0
CM,19/07/2020,9,8,0,1,0
CN,19/07/2020,53,53,0,0,0
CT,19/07/2020,614,613,0,0,1
EX,19/07/2020,6,6,0,0,0
GA,19/07/2020,14,14,0,0,0
IB,19/07/2020,5,5,0,0,0
MC,19/07/2020,26,26,0,0,0
MD,19/07/2020,132,127,0,5,0
ML,19/07/2020,0,0,0,0,0
NC,19/07/2020,51,51,0,0,0
PV,19/07/2020,98,93,0,5,0
RI,19/07/2020,0,0,0,0,0
VC,19/07/2020,83,83,0,0,0
AN,20/07/2020,122,122,0,0,0
AR,20/07/2020,431,431,0,0,0
AS,20/07/2020,1,1,0,0,0
CB,20/07/2020,9,9,0,0,0
CE,20/07/2020,0,0,0,0,0
CL,20/07/2020,35,34,0,1,0
CM,20/07/2020,29,29,0,0,0
CN,20/07/2020,3,3,0,0,0
CT,20/07/2020,1061,1055,0,6,0
EX,20/07/2020,9,9,0,0,0
GA,20/07/2020,21,21,0,0,0
IB,20/07/2020,16,16,0,0,0
MC,20/07/2020,38,38,0,0,0
MD,20/07/2020,199,196,0,3,0
ML,20/07/2020,0,0,0,0,0
NC,20/07/2020,105,105,0,0,0
PV,20/07/2020,118,113,0,5,0
RI,20/07/2020,5,5,0,0,0
VC,20/07/2020,121,121,0,0,0
AN,21/07/2020,74,74,0,0,0
AR,21/07/2020,455,455,0,0,0
AS,21/07/2020,2,2,0,0,0
CB,21/07/2020,5,5,0,0,0
CE,21/07/2020,0,0,0,0,0
CL,21/07/2020,20,20,0,0,0
CM,21/07/2020,24,24,0,0,0
CN,21/07/2020,12,12,0,0,0
CT,21/07/2020,1012,992,0,19,1
EX,21/07/2020,17,17,0,0,0
GA,21/07/2020,26,26,0,0,0
IB,21/07/2020,13,13,0,0,0
MC,21/07/2020,49,49,0,0,0
MD,21/07/2020,237,235,0,2,0
ML,21/07/2020,0,0,0,0,0
NC,21/07/2020,118,118,0,0,0
PV,21/07/2020,124,119,0,5,0
RI,21/07/2020,17,17,0,0,0
VC,21/07/2020,132,132,0,0,0
AN,22/07/2020,78,78,0,0,0
AR,22/07/2020,468,468,0,0,0
AS,22/07/2020,2,2,0,0,0
CB,22/07/2020,7,7,0,0,0
CE,22/07/2020,1,1,0,0,0
CL,22/07/2020,24,24,0,0,0
CM,22/07/2020,42,42,0,0,0
CN,22/07/2020,8,8,0,0,0
CT,22/07/2020,1049,1042,0,6,1
EX,22/07/2020,6,6,0,0,0
GA,22/07/2020,18,18,0,0,0
IB,22/07/2020,15,15,0,0,0
MC,22/07/2020,59,59,0,0,0
MD,22/07/2020,233,230,0,3,0
ML,22/07/2020,0,0,0,0,0
NC,22/07/2020,65,65,0,0,0
PV,22/07/2020,160,158,0,2,0
RI,22/07/2020,9,9,0,0,0
VC,22/07/2020,138,138,0,0,0
AN,23/07/2020,125,125,0,0,0
AR,23/07/2020,394,393,0,1,0
AS,23/07/2020,4,4,0,0,0
CB,23/07/2020,8,8,0,0,0
CE,23/07/2020,0,0,0,0,0
CL,23/07/2020,45,45,0,0,0
CM,23/07/2020,20,20,0,0,0
CN,23/07/2020,11,11,0,0,0
CT,23/07/2020,1025,1018,0,7,0
EX,23/07/2020,4,4,0,0,0
GA,23/07/2020,13,13,0,0,0
IB,23/07/2020,20,20,0,0,0
MC,23/07/2020,48,48,0,0,0
MD,23/07/2020,224,222,0,2,0
ML,23/07/2020,0,0,0,0,0
NC,23/07/2020,67,67,0,0,0
PV,23/07/2020,126,125,0,1,0
RI,23/07/2020,5,5,0,0,0
VC,23/07/2020,126,126,0,0,0
AN,24/07/2020,128,128,0,0,0
AR,24/07/2020,449,449,0,0,0
AS,24/07/2020,3,3,0,0,0
CB,24/07/2020,6,6,0,0,0
CE,24/07/2020,0,0,0,0,0
CL,24/07/2020,37,37,0,0,0
CM,24/07/2020,48,47,0,1,0
CN,24/07/2020,5,5,0,0,0
CT,24/07/2020,1036,1027,0,8,1
EX,24/07/2020,11,11,0,0,0
GA,24/07/2020,15,15,0,0,0
IB,24/07/2020,25,25,0,0,0
MC,24/07/2020,72,72,0,0,0
MD,24/07/2020,337,335,0,2,0
ML,24/07/2020,0,0,0,0,0
NC,24/07/2020,56,56,0,0,0
PV,24/07/2020,116,111,0,5,0
RI,24/07/2020,11,11,0,0,0
VC,24/07/2020,154,154,0,0,0
AN,25/07/2020,110,110,0,0,0
AR,25/07/2020,375,374,0,1,0
AS,25/07/2020,8,8,0,0,0
CB,25/07/2020,9,9,0,0,0
CE,25/07/2020,0,0,0,0,0
CL,25/07/2020,29,29,0,0,0
CM,25/07/2020,27,26,0,1,0
CN,25/07/2020,13,13,0,0,0
CT,25/07/2020,658,657,0,1,0
EX,25/07/2020,4,4,0,0,0
GA,25/07/2020,16,16,0,0,0
IB,25/07/2020,24,24,0,0,0
MC,25/07/2020,84,84,0,0,0
MD,25/07/2020,289,286,0,3,0
ML,25/07/2020,0,0,0,0,0
NC,25/07/2020,83,82,0,1,0
PV,25/07/2020,172,172,0,0,0
RI,25/07/2020,2,2,0,0,0
VC,25/07/2020,166,166,0,0,0
AN,26/07/2020,105,105,0,0,0
AR,26/07/2020,384,384,0,0,0
AS,26/07/2020,7,7,0,0,0
CB,26/07/2020,7,7,0,0,0
CE,26/07/2020,1,1,0,0,0
CL,26/07/2020,31,31,0,0,0
CM,26/07/2020,26,25,0,1,0
CN,26/07/2020,7,7,0,0,0
CT,26/07/2020,579,578,0,1,0
EX,26/07/2020,7,7,0,0,0
GA,26/07/2020,9,9,0,0,0
IB,26/07/2020,47,47,0,0,0
MC,26/07/2020,50,50,0,0,0
MD,26/07/2020,240,238,0,2,0
ML,26/07/2020,4,4,0,0,0
NC,26/07/2020,79,79,0,0,0
PV,26/07/2020,170,164,0,6,0
RI,26/07/2020,1,1,0,0,0
VC,26/07/2020,124,124,0,0,0
AN,27/07/2020,143,143,0,0,0
AR,27/07/2020,575,575,0,0,0
AS,27/07/2020,6,6,0,0,0
CB,27/07/2020,6,6,0,0,0
CE,27/07/2020,0,0,0,0,0
CL,27/07/2020,70,68,0,2,0
CM,27/07/2020,53,53,0,0,0
CN,27/07/2020,9,9,0,0,0
CT,27/07/2020,1025,1017,0,8,0
EX,27/07/2020,9,9,0,0,0
GA,27/07/2020,24,24,0,0,0
IB,27/07/2020,40,40,0,0,0
MC,27/07/2020,60,60,0,0,0
MD,27/07/2020,498,494,0,4,0
ML,27/07/2020,1,1,0,0,0
NC,27/07/2020,52,52,0,0,0
PV,27/07/2020,219,215,0,4,0
RI,27/07/2020,8,8,0,0,0
VC,27/07/2020,208,208,0,0,0
AN,28/07/2020,148,148,0,0,0
AR,28/07/2020,515,515,0,0,0
AS,28/07/2020,13,13,0,0,0
CB,28/07/2020,8,8,0,0,0
CE,28/07/2020,0,0,0,0,0
CL,28/07/2020,87,87,0,0,0
CM,28/07/2020,58,58,0,0,0
CN,28/07/2020,9,9,0,0,0
CT,28/07/2020,1057,1053,0,4,0
EX,28/07/2020,21,21,0,0,0
GA,28/07/2020,36,36,0,0,0
IB,28/07/2020,52,52,0,0,0
MC,28/07/2020,74,74,0,0,0
MD,28/07/2020,578,574,0,4,0
ML,28/07/2020,1,1,0,0,0
NC,28/07/2020,40,40,0,0,0
PV,28/07/2020,228,223,0,5,0
RI,28/07/2020,9,9,0,0,0
VC,28/07/2020,192,192,0,0,0
AN,29/07/2020,150,150,0,0,0
AR,29/07/2020,529,529,0,0,0
AS,29/07/2020,15,15,0,0,0
CB,29/07/2020,10,10,0,0,0
CE,29/07/2020,0,0,0,0,0
CL,29/07/2020,76,76,0,0,0
CM,29/07/2020,51,51,0,0,0
CN,29/07/2020,6,6,0,0,0
CT,29/07/2020,1091,1082,0,8,1
EX,29/07/2020,17,17,0,0,0
GA,29/07/2020,27,27,0,0,0
IB,29/07/2020,55,55,0,0,0
MC,29/07/2020,90,90,0,0,0
MD,29/07/2020,525,520,0,5,0
ML,29/07/2020,1,1,0,0,0
NC,29/07/2020,62,62,0,0,0
PV,29/07/2020,207,205,0,2,0
RI,29/07/2020,4,4,0,0,0
VC,29/07/2020,276,276,0,0,0
AN,30/07/2020,206,206,0,0,0
AR,30/07/2020,492,492,0,0,0
AS,30/07/2020,12,12,0,0,0
CB,30/07/2020,26,26,0,0,0
CE,30/07/2020,0,0,0,0,0
CL,30/07/2020,74,73,0,1,0
CM,30/07/2020,47,47,0,0,0
CN,30/07/2020,12,12,0,0,0
CT,30/07/2020,1026,1021,0,4,1
EX,30/07/2020,20,20,0,0,0
GA,30/07/2020,32,32,0,0,0
IB,30/07/2020,77,77,0,0,0
MC,30/07/2020,64,64,0,0,0
MD,30/07/2020,577,572,0,5,0
ML,30/07/2020,4,4,0,0,0
NC,30/07/2020,52,52,0,0,0
PV,30/07/2020,149,143,0,6,0
RI,30/07/2020,1,1,0,0,0
VC,30/07/2020,248,248,0,0,0
AN,31/07/2020,259,259,0,0,0
AR,31/07/2020,499,499,0,0,0
AS,31/07/2020,12,12,0,0,0
CB,31/07/2020,16,16,0,0,0
CE,31/07/2020,0,0,0,0,0
CL,31/07/2020,150,149,0,1,0
CM,31/07/2020,70,70,0,0,0
CN,31/07/2020,16,16,0,0,0
CT,31/07/2020,1158,1150,0,7,1
EX,31/07/2020,38,38,0,0,0
GA,31/07/2020,33,33,0,0,0
IB,31/07/2020,78,78,0,0,0
MC,31/07/2020,55,55,0,0,0
MD,31/07/2020,717,717,0,0,0
ML,31/07/2020,0,0,0,0,0
NC,31/07/2020,72,72,0,0,0
PV,31/07/2020,180,178,0,2,0
RI,31/07/2020,7,7,0,0,0
VC,31/07/2020,245,245,0,0,0
AN,01/08/2020,248,248,0,0,0
AR,01/08/2020,831,831,0,0,0
AS,01/08/2020,17,17,0,0,0
CB,01/08/2020,38,37,0,0,1
CE,01/08/2020,0,0,0,0,0
CL,01/08/2020,91,91,0,0,0
CM,01/08/2020,57,57,0,0,0
CN,01/08/2020,30,30,0,0,0
CT,01/08/2020,726,724,0,2,0
EX,01/08/2020,18,18,0,0,0
GA,01/08/2020,39,39,0,0,0
IB,01/08/2020,114,114,0,0,0
MC,01/08/2020,82,82,0,0,0
MD,01/08/2020,686,682,0,4,0
ML,01/08/2020,8,8,0,0,0
NC,01/08/2020,88,88,0,0,0
PV,01/08/2020,232,228,0,4,0
RI,01/08/2020,4,4,0,0,0
VC,01/08/2020,282,282,0,0,0
AN,02/08/2020,213,213,0,0,0
AR,02/08/2020,444,444,0,0,0
AS,02/08/2020,11,11,0,0,0
CB,02/08/2020,23,23,0,0,0
CE,02/08/2020,2,2,0,0,0
CL,02/08/2020,93,93,0,0,0
CM,02/08/2020,62,62,0,0,0
CN,02/08/2020,29,29,0,0,0
CT,02/08/2020,480,480,0,0,0
EX,02/08/2020,21,21,0,0,0
GA,02/08/2020,43,43,0,0,0
IB,02/08/2020,97,97,0,0,0
MC,02/08/2020,61,61,0,0,0
MD,02/08/2020,586,585,0,1,0
ML,02/08/2020,4,4,0,0,0
NC,02/08/2020,84,84,0,0,0
PV,02/08/2020,296,294,0,2,0
RI,02/08/2020,5,4,0,1,0
VC,02/08/2020,204,204,0,0,0
AN,03/08/2020,290,290,0,0,0
AR,03/08/2020,458,458,0,0,0
AS,03/08/2020,12,12,0,0,0
CB,03/08/2020,41,41,0,0,0
CE,03/08/2020,0,0,0,0,0
CL,03/08/2020,124,123,0,1,0
CM,03/08/2020,77,77,0,0,0
CN,03/08/2020,38,38,0,0,0
CT,03/08/2020,928,926,0,2,0
EX,03/08/2020,21,21,0,0,0
GA,03/08/2020,76,76,0,0,0
IB,03/08/2020,151,151,0,0,0
MC,03/08/2020,74,74,0,0,0
MD,03/08/2020,962,957,0,5,0
ML,03/08/2020,4,4,0,0,0
NC,03/08/2020,106,106,0,0,0
PV,03/08/2020,431,428,0,3,0
RI,03/08/2020,10,9,0,1,0
VC,03/08/2020,274,274,0,0,0
AN,04/08/2020,283,283,0,0,0
AR,04/08/2020,534,533,0,1,0
AS,04/08/2020,19,19,0,0,0
CB,04/08/2020,49,49,0,0,0
CE,04/08/2020,0,0,0,0,0
CL,04/08/2020,205,205,0,0,0
CM,04/08/2020,97,97,0,0,0
CN,04/08/2020,54,54,0,0,0
CT,04/08/2020,1015,1012,0,3,0
EX,04/08/2020,16,16,0,0,0
GA,04/08/2020,109,109,0,0,0
IB,04/08/2020,170,170,0,0,0
MC,04/08/2020,97,97,0,0,0
MD,04/08/2020,1104,1100,0,4,0
ML,04/08/2020,5,5,0,0,0
NC,04/08/2020,84,84,0,0,0
PV,04/08/2020,384,381,0,3,0
RI,04/08/2020,8,8,0,0,0
VC,04/08/2020,355,355,0,0,0
AN,05/08/2020,363,363,0,0,0
AR,05/08/2020,431,431,0,0,0
AS,05/08/2020,38,38,0,0,0
CB,05/08/2020,32,32,0,0,0
CE,05/08/2020,0,0,0,0,0
CL,05/08/2020,232,232,0,0,0
CM,05/08/2020,92,92,0,0,0
CN,05/08/2020,72,72,0,0,0
CT,05/08/2020,1009,1005,0,4,0
EX,05/08/2020,34,34,0,0,0
GA,05/08/2020,79,79,0,0,0
IB,05/08/2020,160,160,0,0,0
MC,05/08/2020,63,63,0,0,0
MD,05/08/2020,1088,1085,0,3,0
ML,05/08/2020,1,1,0,0,0
NC,05/08/2020,82,82,0,0,0
PV,05/08/2020,376,373,0,3,0
RI,05/08/2020,27,27,0,0,0
VC,05/08/2020,374,374,0,0,0
AN,06/08/2020,372,372,0,0,0
AR,06/08/2020,518,518,0,0,0
AS,06/08/2020,39,39,0,0,0
CB,06/08/2020,45,45,0,0,0
CE,06/08/2020,1,1,0,0,0
CL,06/08/2020,173,173,0,0,0
CM,06/08/2020,116,116,0,0,0
CN,06/08/2020,77,77,0,0,0
CT,06/08/2020,937,933,0,4,0
EX,06/08/2020,32,32,0,0,0
GA,06/08/2020,75,75,0,0,0
IB,06/08/2020,171,171,0,0,0
MC,06/08/2020,61,61,0,0,0
MD,06/08/2020,1099,1096,0,3,0
ML,06/08/2020,3,3,0,0,0
NC,06/08/2020,87,87,0,0,0
PV,06/08/2020,363,360,0,3,0
RI,06/08/2020,16,16,0,0,0
VC,06/08/2020,322,322,0,0,0
AN,07/08/2020,456,456,0,0,0
AR,07/08/2020,551,551,0,0,0
AS,07/08/2020,28,28,0,0,0
CB,07/08/2020,44,44,0,0,0
CE,07/08/2020,1,1,0,0,0
CL,07/08/2020,256,255,0,1,0
CM,07/08/2020,110,110,0,0,0
CN,07/08/2020,69,69,0,0,0
CT,07/08/2020,1157,1155,0,2,0
EX,07/08/2020,46,46,0,0,0
GA,07/08/2020,97,97,0,0,0
IB,07/08/2020,190,190,0,0,0
MC,07/08/2020,109,109,0,0,0
MD,07/08/2020,1368,1363,0,5,0
ML,07/08/2020,5,5,0,0,0
NC,07/08/2020,114,114,0,0,0
PV,07/08/2020,278,276,0,2,0
RI,07/08/2020,21,20,0,0,1
VC,07/08/2020,354,354,0,0,0
AN,08/08/2020,373,373,0,0,0
AR,08/08/2020,496,496,0,0,0
AS,08/08/2020,23,23,0,0,0
CB,08/08/2020,43,43,0,0,0
CE,08/08/2020,2,2,0,0,0
CL,08/08/2020,190,190,0,0,0
CM,08/08/2020,136,136,0,0,0
CN,08/08/2020,68,68,0,0,0
CT,08/08/2020,700,700,0,0,0
EX,08/08/2020,20,20,0,0,0
GA,08/08/2020,112,112,0,0,0
IB,08/08/2020,188,188,0,0,0
MC,08/08/2020,87,87,0,0,0
MD,08/08/2020,1017,1014,0,3,0
ML,08/08/2020,3,3,0,0,0
NC,08/08/2020,91,91,0,0,0
PV,08/08/2020,295,292,0,3,0
RI,08/08/2020,12,12,0,0,0
VC,08/08/2020,320,320,0,0,0
AN,09/08/2020,326,326,0,0,0
AR,09/08/2020,295,295,0,0,0
AS,09/08/2020,35,35,0,0,0
CB,09/08/2020,28,28,0,0,0
CE,09/08/2020,1,1,0,0,0
CL,09/08/2020,272,271,0,1,0
CM,09/08/2020,117,117,0,0,0
CN,09/08/2020,89,89,0,0,0
CT,09/08/2020,533,533,0,0,0
EX,09/08/2020,11,11,0,0,0
GA,09/08/2020,112,112,0,0,0
IB,09/08/2020,170,170,0,0,0
MC,09/08/2020,94,94,0,0,0
MD,09/08/2020,960,957,0,3,0
ML,09/08/2020,5,5,0,0,0
NC,09/08/2020,118,118,0,0,0
PV,09/08/2020,527,523,0,4,0
RI,09/08/2020,20,20,0,0,0
VC,09/08/2020,270,270,0,0,0
AN,10/08/2020,462,462,0,0,0
AR,10/08/2020,559,559,0,0,0
AS,10/08/2020,26,26,0,0,0
CB,10/08/2020,43,43,0,0,0
CE,10/08/2020,2,2,0,0,0
CL,10/08/2020,238,237,0,1,0
CM,10/08/2020,180,180,0,0,0
CN,10/08/2020,140,140,0,0,0
CT,10/08/2020,1081,1078,0,3,0
EX,10/08/2020,27,27,0,0,0
GA,10/08/2020,169,169,0,0,0
IB,10/08/2020,313,313,0,0,0
MC,10/08/2020,124,124,0,0,0
MD,10/08/2020,1509,1502,0,7,0
ML,10/08/2020,14,14,0,0,0
NC,10/08/2020,97,97,0,0,0
PV,10/08/2020,504,503,0,1,0
RI,10/08/2020,54,54,0,0,0
VC,10/08/2020,424,424,0,0,0
AN,11/08/2020,508,508,0,0,0
AR,11/08/2020,371,371,0,0,0
AS,11/08/2020,27,27,0,0,0
CB,11/08/2020,74,74,0,0,0
CE,11/08/2020,4,4,0,0,0
CL,11/08/2020,260,260,0,0,0
CM,11/08/2020,202,202,0,0,0
CN,11/08/2020,155,155,0,0,0
CT,11/08/2020,991,987,0,4,0
EX,11/08/2020,34,34,0,0,0
GA,11/08/2020,138,138,0,0,0
IB,11/08/2020,261,261,0,0,0
MC,11/08/2020,122,122,0,0,0
MD,11/08/2020,1959,1958,0,1,0
ML,11/08/2020,9,9,0,0,0
NC,11/08/2020,123,123,0,0,0
PV,11/08/2020,567,562,0,5,0
RI,11/08/2020,71,71,0,0,0
VC,11/08/2020,427,427,0,0,0
AN,12/08/2020,582,582,0,0,0
AR,12/08/2020,427,427,0,0,0
AS,12/08/2020,26,26,0,0,0
CB,12/08/2020,52,52,0,0,0
CE,12/08/2020,2,2,0,0,0
CL,12/08/2020,313,313,0,0,0
CM,12/08/2020,203,203,0,0,0
CN,12/08/2020,183,183,0,0,0
CT,12/08/2020,1058,1056,0,2,0
EX,12/08/2020,73,73,0,0,0
GA,12/08/2020,144,144,0,0,0
IB,12/08/2020,273,273,0,0,0
MC,12/08/2020,142,142,0,0,0
MD,12/08/2020,1744,1741,0,3,0
ML,12/08/2020,8,8,0,0,0
NC,12/08/2020,94,94,0,0,0
PV,12/08/2020,556,550,0,6,0
RI,12/08/2020,57,56,0,0,1
VC,12/08/2020,469,469,0,0,0
AN,13/08/2020,621,621,0,0,0
AR,13/08/2020,402,402,0,0,0
AS,13/08/2020,17,17,0,0,0
CB,13/08/2020,45,45,0,0,0
CE,13/08/2020,4,4,0,0,0
CL,13/08/2020,325,325,0,0,0
CM,13/08/2020,250,250,0,0,0
CN,13/08/2020,149,149,0,0,0
CT,13/08/2020,1005,1002,0,2,1
EX,13/08/2020,65,65,0,0,0
GA,13/08/2020,129,129,0,0,0
IB,13/08/2020,296,296,0,0,0
MC,13/08/2020,193,193,0,0,0
MD,13/08/2020,1695,1690,0,5,0
ML,13/08/2020,1,1,0,0,0
NC,13/08/2020,90,90,0,0,0
PV,13/08/2020,388,386,0,2,0
RI,13/08/2020,57,57,0,0,0
VC,13/08/2020,455,455,0,0,0
AN,14/08/2020,718,718,0,0,0
AR,14/08/2020,430,430,0,0,0
AS,14/08/2020,22,22,0,0,0
CB,14/08/2020,58,58,0,0,0
CE,14/08/2020,9,9,0,0,0
CL,14/08/2020,380,380,0,0,0
CM,14/08/2020,211,211,0,0,0
CN,14/08/2020,196,195,0,0,1
CT,14/08/2020,1122,1119,0,3,0
EX,14/08/2020,47,47,0,0,0
GA,14/08/2020,131,131,0,0,0
IB,14/08/2020,304,304,0,0,0
MC,14/08/2020,179,179,0,0,0
MD,14/08/2020,2240,2237,0,3,0
ML,14/08/2020,6,6,0,0,0
NC,14/08/2020,87,87,0,0,0
PV,14/08/2020,299,297,0,2,0
RI,14/08/2020,59,59,0,0,0
VC,14/08/2020,534,534,0,0,0
AN,15/08/2020,627,627,0,0,0
AR,15/08/2020,368,368,0,0,0
AS,15/08/2020,29,29,0,0,0
CB,15/08/2020,57,57,0,0,0
CE,15/08/2020,8,8,0,0,0
CL,15/08/2020,291,290,0,1,0
CM,15/08/2020,198,198,0,0,0
CN,15/08/2020,210,210,0,0,0
CT,15/08/2020,783,783,0,0,0
EX,15/08/2020,29,29,0,0,0
GA,15/08/2020,155,155,0,0,0
IB,15/08/2020,245,244,1,0,0
